,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,
2026-01-15,05:37:33.618,666209383,0.01,41369,666209383,666209383,0.01,41380,666209383,666209695,0.01,41082,666209695,666209695,0.01,41072,666209695,666209791,0.01,40985,666209791,666209791,0.01,41006,666209791,666209903,0.01,40853,666209903,666209903,0.01,40862,666209903,799500197,100.00,100.00,0.00,4152695,63.37,63.37,49,697399,10.64,10.64,666207525,0.01,41990,666207525,666207525,0.01,42014,666207525,666207737,0.01,41801,666207737,666207737,0.01,41803,666207737,666207764,0.01,41776,666207764,666207764,0.01,41756,666207764,666207858,0.01,41639,666207858,666207858,0.01,41637,666207858,799498733,99.90,99.90,0.00,3474559,53.02,53.02,51,705191,10.76,10.76,
2026-01-15,05:37:34.616,666558676,0.01,41311,666558676,666558676,0.01,41288,666558676,666559045,0.01,40940,666559045,666559045,0.01,40946,666559045,666559099,0.01,40878,666559099,666559099,0.01,40869,666559099,666559224,0.01,40740,666559224,666559224,0.01,40762,666559224,799919432,100.00,100.00,0.00,4163141,63.52,63.52,50,698742,10.66,10.66,666557777,0.01,41909,666557777,666557777,0.01,41885,666557777,666557976,0.01,41699,666557976,666557976,0.01,41700,666557976,666557976,0.01,41700,666557976,666557976,0.01,41714,666557976,666558081,0.01,41610,666558081,666558081,0.01,41595,666558081,799918939,99.92,99.92,0.00,3473316,53.00,53.00,51,705843,10.77,10.77,
2026-01-15,05:37:35.616,666590720,0.01,41137,666590720,666590720,0.01,41152,666590720,666591081,0.01,40764,666591081,666591081,0.01,40791,666591081,666591157,0.01,40726,666591157,666591157,0.01,40733,666591157,666591264,0.01,40630,666591264,666591264,0.01,40605,666591264,799957891,100.00,100.00,0.00,4158882,63.46,63.46,48,697036,10.64,10.64,666590127,0.01,41856,666590127,666590127,0.01,41864,666590127,666590356,0.01,41636,666590356,666590356,0.01,41622,666590356,666590444,0.01,41551,666590444,666590444,0.01,41533,666590444,666590518,0.01,41439,666590518,666590518,0.01,41426,666590518,799958160,99.86,99.86,0.00,3460313,52.80,52.80,52,705269,10.76,10.76,
2026-01-15,05:37:36.616,667149771,0.01,41264,667149771,667149771,0.01,41245,667149771,667150191,0.01,40805,667150191,667150191,0.01,40771,667150191,667150237,0.01,40731,667150237,667150237,0.01,40709,667150237,667150258,0.01,40695,667150258,667150258,0.01,40694,667150258,800629415,100.00,100.00,0.00,4165636,63.56,63.56,49,697675,10.65,10.65,667149576,0.01,42052,667149576,667149576,0.01,42019,667149576,667149918,0.01,41701,667149918,667149918,0.01,41714,667149918,667149954,0.01,41661,667149954,667149954,0.01,41679,667149954,667150060,0.01,41588,667150060,667150060,0.01,41602,667150060,800630237,99.86,99.86,0.00,3459195,52.78,52.78,52,701056,10.70,10.70,
2026-01-15,05:37:37.616,666650274,0.01,41392,666650274,666650274,0.01,41469,666650274,666650725,0.01,41124,666650725,666650725,0.01,41181,666650725,666650845,0.01,41145,666650845,666650845,0.01,41195,666650845,666650980,0.01,41146,666650980,666650980,0.01,41219,666650980,800032004,100.00,100.00,0.00,4163981,63.54,63.54,48,695848,10.62,10.62,666651119,0.01,41815,666651119,666651119,0.01,41799,666651119,666651300,0.01,41595,666651300,666651300,0.01,41564,666651300,666651388,0.01,41432,666651388,666651388,0.01,41395,666651388,666651453,0.01,41282,666651453,666651453,0.01,41254,666651453,800031405,99.81,99.81,0.00,3463189,52.84,52.84,51,703458,10.73,10.73,
2026-01-15,05:37:38.620,666575077,0.01,41743,666575077,666575077,0.01,41620,666575077,666575440,0.01,41103,666575440,666575440,0.01,41030,666575440,666575500,0.01,40854,666575500,666575500,0.01,40798,666575500,666575553,0.01,40617,666575553,666575553,0.01,40513,666575553,799937130,100.00,100.00,0.00,4168202,63.60,63.60,49,700131,10.68,10.68,666572119,0.01,41605,666572119,666572119,0.01,41641,666572119,666572330,0.01,41418,666572330,666572330,0.01,41422,666572330,666572346,0.01,41387,666572346,666572346,0.01,41369,666572346,666572444,0.01,41238,666572444,666572444,0.01,41218,666572444,799936493,99.86,99.86,0.00,3456893,52.75,52.75,51,704595,10.75,10.75,
2026-01-15,05:37:39.618,666143738,0.01,41005,666143738,666143738,0.01,41042,666143738,666144089,0.01,40747,666144089,666144089,0.01,40742,666144089,666144189,0.01,40611,666144189,666144189,0.01,40616,666144189,666144303,0.01,40530,666144303,666144303,0.01,40556,666144303,799421977,99.98,99.98,0.00,4166569,63.58,63.58,49,692377,10.56,10.56,666143347,0.01,41404,666143347,666143347,0.01,41382,666143347,666143565,0.01,41125,666143565,666143565,0.01,41141,666143565,666143661,0.01,41062,666143661,666143661,0.01,41075,666143661,666143684,0.01,41089,666143684,666143684,0.01,41097,666143684,799422263,99.94,99.94,0.00,3454321,52.71,52.71,51,703789,10.74,10.74,
2026-01-15,05:37:40.617,666625736,0.01,41130,666625736,666625736,0.01,41119,666625736,666626156,0.01,40650,666626156,666626156,0.01,40662,666626156,666626273,0.01,40565,666626273,666626273,0.01,40541,666626273,666626375,0.01,40407,666626375,666626375,0.01,40391,666626375,800001380,99.92,99.92,0.00,4174472,63.70,63.70,48,690040,10.53,10.53,666627191,0.01,41571,666627191,666627191,0.01,41610,666627191,666627363,0.01,41517,666627363,666627363,0.01,41542,666627363,666627434,0.01,41516,666627434,666627434,0.01,41545,666627434,666627270,0.01,41724,666627270,666627270,0.01,41778,666627270,801111687,99.97,99.97,0.00,3457631,52.76,52.76,50,707967,10.80,10.80,
2026-01-15,05:37:41.616,666836868,0.01,40939,666836868,666836868,0.01,40894,666836868,666837232,0.01,40543,666837232,666837232,0.01,40528,666837232,666837338,0.01,40423,666837338,666837338,0.01,40439,666837338,666837468,0.01,40286,666837468,666837468,0.01,40281,666837468,800251430,99.81,99.81,0.00,4169033,63.61,63.61,49,698529,10.66,10.66,666833977,0.01,41943,666833977,666833977,0.01,41948,666833977,666834208,0.01,41658,666834208,666834208,0.01,41604,666834208,666834220,0.01,41552,666834220,666834220,0.01,41516,666834220,666834305,0.01,41421,666834305,666834305,0.01,41360,666834305,799153883,99.97,99.97,0.00,3451331,52.66,52.66,51,710149,10.84,10.84,
2026-01-15,05:37:42.616,666932401,0.01,40837,666932401,666932401,0.01,40900,666932401,666932762,0.01,40537,666932762,666932762,0.01,40522,666932762,666932876,0.01,40394,666932876,666932876,0.01,40388,666932876,666932915,0.01,40598,666932915,666932915,0.01,40597,666932915,800368741,99.81,99.81,0.00,4166676,63.58,63.58,48,700564,10.69,10.69,666932535,0.01,41561,666932535,666932535,0.01,41499,666932535,666932663,0.01,41344,666932663,666932663,0.01,41360,666932663,666932756,0.01,41246,666932756,666932756,0.01,41258,666932756,666932780,0.01,41225,666932780,666932780,0.01,41244,666932780,800357408,100.00,100.00,0.00,3456633,52.74,52.74,50,711551,10.86,10.86,
2026-01-15,05:37:43.616,666576011,0.01,41213,666576011,666576011,0.01,41179,666576011,666576361,0.01,40831,666576361,666576361,0.01,40830,666576361,666576462,0.01,40714,666576462,666576462,0.01,40718,666576462,666576569,0.01,40368,666576569,666576569,0.01,40359,666576569,799942817,99.86,99.86,0.00,4180013,63.78,63.78,48,695926,10.62,10.62,666576859,0.01,41519,666576859,666576859,0.01,41503,666576859,666577016,0.01,41352,666577016,666577016,0.01,41341,666577016,666577058,0.01,41289,666577058,666577058,0.01,41299,666577058,666577147,0.01,41186,666577147,666577147,0.01,41185,666577147,799940089,100.00,100.00,0.00,3453381,52.69,52.69,50,711432,10.86,10.86,
2026-01-15,05:37:44.618,666586042,0.01,51303,666586042,666586042,0.01,51409,666586042,666586425,0.01,51160,666586425,666586425,0.01,51233,666586425,666586524,0.01,51266,666586524,666586524,0.01,51335,666586524,666590083,0.01,47900,666590083,666590083,0.01,47959,666590083,799964831,99.92,99.92,0.00,4189167,63.92,63.92,47,703417,10.73,10.73,666596471,0.01,41612,666596471,666596471,0.01,41659,666596471,666596713,0.01,41482,666596713,666596713,0.01,41535,666596713,666596828,0.01,41502,666596828,666596828,0.01,41530,666596828,666596938,0.01,41506,666596938,666596938,0.01,41538,666596938,799967444,99.98,99.98,0.00,3454130,52.71,52.71,50,708826,10.82,10.82,
2026-01-15,05:37:45.616,666167670,0.01,41648,666167670,666167670,0.01,41590,666167670,666167951,0.01,41191,666167951,666167951,0.01,41137,666167951,666168021,0.01,40975,666168021,666168021,0.01,40899,666168021,666168129,0.01,40675,666168129,666168129,0.01,40649,666168129,799449787,99.81,99.81,0.00,4170479,63.64,63.64,47,698957,10.67,10.67,666165813,0.01,42771,666165813,666165813,0.01,42812,666165813,666166029,0.01,42592,666166029,666166029,0.01,42564,666166029,666166036,0.01,42557,666166036,666166036,0.01,42560,666166036,666166338,0.01,42217,666166338,666166338,0.01,42208,666166338,799450746,99.99,99.99,0.00,3455957,52.73,52.73,50,699585,10.67,10.67,
2026-01-15,05:37:46.619,666640522,0.01,41264,666640522,666640522,0.01,41249,666640522,666640877,0.01,40859,666640877,666640877,0.01,40844,666640877,666640955,0.01,40719,666640955,666640955,0.01,40700,666640955,666641216,0.01,40431,666641216,666641216,0.01,40400,666641216,800018061,99.80,99.80,0.00,4179654,63.78,63.78,47,699720,10.68,10.68,666639326,0.01,41775,666639326,666639326,0.01,41698,666639326,666639511,0.01,41418,666639511,666639511,0.01,41401,666639511,666639566,0.01,41263,666639566,666639566,0.01,41232,666639566,666639611,0.01,41155,666639611,666639611,0.01,41118,666639611,802710539,99.96,99.96,0.00,3465707,52.88,52.88,49,707523,10.80,10.80,
2026-01-15,05:37:47.618,666832129,0.01,40959,666832129,666832129,0.01,41002,666832129,666832470,0.01,40696,666832470,666832470,0.01,40692,666832470,666832584,0.01,40624,666832584,666832584,0.01,40666,666832584,666832617,0.01,40645,666832617,666832617,0.01,40669,666832617,800246667,99.83,99.83,0.00,4177536,63.74,63.74,46,700629,10.69,10.69,666830479,0.01,41448,666830479,666830479,0.01,41455,666830479,666830702,0.01,41274,666830702,666830702,0.01,41258,666830702,666830705,0.01,41276,666830705,666830705,0.01,41288,666830705,666830798,0.01,41207,666830798,666830798,0.01,41221,666830798,797562382,99.89,99.89,0.00,3443385,52.54,52.54,49,700062,10.68,10.68,
2026-01-15,05:37:48.622,666398275,0.01,41076,666398275,666398275,0.01,41017,666398275,666398626,0.01,40702,666398626,666398626,0.01,40756,666398626,666398681,0.01,40715,666398681,666398681,0.01,40721,666398681,666398819,0.01,40609,666398819,666398819,0.01,40625,666398819,799728411,99.94,99.94,0.00,4169206,63.62,63.62,45,698476,10.66,10.66,666398668,0.01,41626,666398668,666398668,0.01,41667,666398668,666398913,0.01,41504,666398913,666398913,0.01,41550,666398913,666398986,0.01,41525,666398986,666398986,0.01,41541,666398986,666399063,0.01,41524,666399063,666399063,0.01,41546,666399063,801629854,99.89,99.89,0.00,3455494,52.73,52.73,49,705454,10.76,10.76,
2026-01-15,05:37:49.619,666623646,0.01,41206,666623646,666623646,0.01,41182,666623646,666623998,0.01,40769,666623998,666623998,0.01,40723,666623998,666624063,0.01,40661,666624063,666624063,0.01,40647,666624063,666624174,0.01,40520,666624174,666624174,0.01,40486,666624174,799998026,99.98,99.98,0.00,4167360,63.59,63.59,46,697771,10.65,10.65,666623433,0.01,41842,666623433,666623433,0.01,41839,666623433,666623640,0.01,41584,666623640,666623640,0.01,41565,666623640,666623636,0.01,41503,666623636,666623636,0.01,41461,666623636,666623700,0.01,41309,666623700,666623700,0.01,41284,666623700,798085825,99.86,99.86,0.00,3430987,52.35,52.35,48,699783,10.68,10.68,
2026-01-15,05:37:50.616,666618314,0.01,40963,666618314,666618314,0.01,41015,666618314,666618660,0.01,40728,666618660,666618660,0.01,40778,666618660,666618724,0.01,40726,666618724,666618724,0.01,40736,666618724,666618866,0.01,40613,666618866,666618866,0.01,40645,666618866,799990574,99.99,99.99,0.00,4167781,63.60,63.60,46,699893,10.68,10.68,666618180,0.01,41679,666618180,666618180,0.01,41670,666618180,666618433,0.01,41468,666618433,666618433,0.01,41484,666618433,666618461,0.01,41497,666618461,666618461,0.01,41527,666618461,666618588,0.01,41458,666618588,666618588,0.01,41490,666618588,799992656,99.91,99.91,0.00,3443648,52.55,52.55,49,699074,10.67,10.67,
2026-01-15,05:37:51.622,666597860,0.01,41237,666597860,666597860,0.01,41214,666597860,666598155,0.01,40830,666598155,666598155,0.01,40789,666598155,666598258,0.01,40619,666598258,666598258,0.01,40597,666598258,666598371,0.01,40440,666598371,666598371,0.01,40395,666598371,799965835,99.99,99.99,0.00,4168499,63.61,63.61,45,698521,10.66,10.66,666595161,0.01,41703,666595161,666595161,0.01,41890,666595161,666595346,0.01,41645,666595346,666595346,0.01,41631,666595346,666595397,0.01,41551,666595397,666595397,0.01,41520,666595397,666595381,0.01,41496,666595381,666595381,0.01,41439,666595381,802714878,99.88,99.88,0.00,3449519,52.64,52.64,50,705143,10.76,10.76,
2026-01-15,05:37:52.618,666653195,0.01,40952,666653195,666653195,0.01,40964,666653195,666653605,0.01,40595,666653605,666653605,0.01,40623,666653605,666653666,0.01,40593,666653666,666653666,0.01,40612,666653666,666653785,0.01,40494,666653785,666653785,0.01,40519,666653785,800033189,100.00,100.00,0.00,4168629,63.61,63.61,45,702624,10.72,10.72,666653113,0.01,41702,666653113,666653113,0.01,41457,666653113,666653326,0.01,41211,666653326,666653326,0.01,41182,666653326,666653363,0.01,41153,666653363,666653363,0.01,41153,666653363,666653469,0.01,41048,666653469,666653469,0.01,41061,666653469,797283080,99.99,99.99,0.00,3418990,52.17,52.17,49,699781,10.68,10.68,
2026-01-15,05:37:53.616,666618482,0.01,41065,666618482,666618482,0.01,41082,666618482,666618905,0.01,40639,666618905,666618905,0.01,40625,666618905,666619040,0.01,40497,666619040,666619040,0.01,40476,666619040,666619106,0.01,40437,666619106,666619106,0.01,40423,666619106,799991762,100.00,100.00,0.00,4168340,63.60,63.60,45,700244,10.68,10.68,666617389,0.01,41382,666617389,666617389,0.01,41434,666617389,666617553,0.01,41335,666617553,666617553,0.01,41350,666617553,666617635,0.01,41260,666617635,666617635,0.01,41275,666617635,666617721,0.01,41208,666617721,666617721,0.01,41231,666617721,799989587,99.98,99.98,0.00,3431353,52.36,52.36,48,703353,10.73,10.73,
2026-01-15,05:37:54.620,667257170,0.01,41013,667257170,667257170,0.01,41018,667257170,667257547,0.01,40776,667257547,667257547,0.01,40871,667257547,667257625,0.01,40910,667257625,667257625,0.01,41010,667257625,667257777,0.01,40985,667257777,667257777,0.01,41105,667257777,800760834,100.00,100.00,0.00,4175117,63.71,63.64,44,701809,10.71,10.70,667259465,0.01,41706,667259465,667259465,0.01,41728,667259465,667259641,0.01,41560,667259641,667259641,0.01,41608,667259641,667259669,0.01,41661,667259669,667259669,0.01,41716,667259669,667259806,0.01,41672,667259806,667259806,0.01,41712,667259806,800764051,99.95,99.95,0.00,3438219,52.46,52.41,48,702645,10.72,10.71,
2026-01-15,05:37:55.617,667183771,0.01,42075,667183771,667183771,0.01,42043,667183771,667184053,0.01,41667,667184053,667184053,0.01,41547,667184053,667184139,0.01,41294,667184139,667184139,0.01,41194,667184139,667184353,0.01,40839,667184353,667184353,0.01,40714,667184353,800667930,100.00,100.00,0.00,4180694,63.79,63.79,45,702008,10.71,10.71,667181466,0.01,42166,667181466,667181466,0.01,42135,667181466,667181754,0.01,41740,667181754,667181754,0.01,41691,667181754,667181763,0.01,41607,667181763,667181763,0.01,41560,667181763,667181747,0.01,41476,667181747,667181747,0.01,41415,667181747,800667816,99.99,99.99,0.00,3434052,52.40,52.40,49,700569,10.69,10.69,
2026-01-15,05:37:56.617,666576272,0.01,40909,666576272,666576272,0.01,40972,666576272,666576614,0.01,40640,666576614,666576614,0.01,40656,666576614,666576731,0.01,40779,666576731,666576731,0.01,40806,666576731,666576806,0.01,41290,666576806,666576806,0.01,41311,666576806,799943044,100.00,100.00,0.00,4173148,63.68,63.68,45,696385,10.63,10.63,666577898,0.01,41617,666577898,666577898,0.01,41631,666577898,666578115,0.01,41515,666578115,666578115,0.01,41543,666578115,666578179,0.01,41516,666578179,666578179,0.01,41521,666578179,666578293,0.01,41479,666578293,666578293,0.01,41510,666578293,799942775,99.99,99.99,0.00,3431707,52.36,52.36,48,701116,10.70,10.70,
2026-01-15,05:37:57.619,666588146,0.01,52035,666588146,666588146,0.01,52032,666588146,666598620,0.01,41628,666598620,666598620,0.01,41661,666598620,666598744,0.01,41404,666598744,666598744,0.01,41419,666598744,666598877,0.01,40777,666598877,666598877,0.01,40795,666598877,799967302,100.00,100.00,0.00,4174546,63.70,63.70,45,698501,10.66,10.66,666597870,0.01,41843,666597870,666597870,0.01,41870,666597870,666598081,0.01,41645,666598081,666598081,0.01,41672,666598081,666598150,0.01,41635,666598150,666598150,0.01,41675,666598150,666598247,0.01,41564,666598247,666598247,0.01,41575,666598247,801332089,99.99,99.99,0.00,3440283,52.49,52.49,48,704075,10.74,10.74,
2026-01-15,05:37:58.620,666424051,0.01,41354,666424051,666424051,0.01,41278,666424051,666424444,0.01,40813,666424444,666424444,0.01,40770,666424444,666424535,0.01,40605,666424535,666424535,0.01,40575,666424535,666424643,0.01,41130,666424643,666424643,0.01,41114,666424643,799757929,100.00,100.00,0.00,4175469,63.71,63.71,44,699154,10.67,10.67,666422214,0.01,41943,666422214,666422214,0.01,41888,666422214,666422414,0.01,41628,666422414,666422414,0.01,41574,666422414,666422414,0.01,41514,666422414,666422414,0.01,41460,666422414,666422471,0.01,41334,666422471,666422471,0.01,41290,666422471,798402012,100.00,100.00,0.00,3426042,52.28,52.28,48,697233,10.64,10.64,
