,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,
2026-01-15,05:38:35.809,667111379,0.01,41075,667111379,667111379,0.01,41009,667111379,667111636,0.01,40715,667111636,667111636,0.01,40677,667111636,667111704,0.01,40574,667111704,667111704,0.01,40536,667111704,667111759,0.01,40441,667111759,667111759,0.01,40401,667111759,800581690,99.99,99.99,0.00,4113132,62.76,62.70,39,695643,10.61,10.60,667109099,0.01,41659,667109099,667109099,0.01,41678,667109099,667109379,0.01,41397,667109379,667109379,0.01,41407,667109379,667109410,0.01,41339,667109410,667109410,0.01,41313,667109410,667109466,0.01,41245,667109466,667109466,0.01,41239,667109466,798135500,100.00,100.00,0.00,3341865,50.99,50.94,44,706356,10.78,10.77,
2026-01-15,05:38:36.810,667244117,0.01,40850,667244117,667244117,0.01,40861,667244117,667244461,0.01,40535,667244461,667244461,0.01,40523,667244461,667244531,0.01,40427,667244531,667244531,0.01,40455,667244531,667244675,0.01,40267,667244675,667244675,0.01,40233,667244675,800743094,100.00,100.00,0.00,4117151,62.82,62.82,40,698328,10.66,10.66,667244145,0.01,41460,667244145,667244145,0.01,41440,667244145,667244346,0.01,41271,667244346,667244346,0.01,41261,667244346,667244415,0.01,41202,667244415,667244415,0.01,41219,667244415,667244487,0.01,41203,667244487,667244487,0.01,41212,667244487,800744274,100.00,100.00,0.00,3354282,51.18,51.18,44,706236,10.78,10.78,
2026-01-15,05:38:37.809,666480819,0.01,40678,666480819,666480819,0.01,40670,666480819,666481191,0.01,40323,666481191,666481191,0.01,40322,666481191,666481303,0.01,40177,666481303,666481303,0.01,40141,666481303,666481367,0.01,40121,666481367,666481367,0.01,40125,666481367,799825991,100.00,100.00,0.00,4117834,62.83,62.83,39,698109,10.65,10.65,666479203,0.01,41585,666479203,666479203,0.01,41583,666479203,666479460,0.01,41310,666479460,666479460,0.01,41296,666479460,666479502,0.01,41253,666479502,666479502,0.01,41227,666479502,666479526,0.01,41147,666479526,666479526,0.01,41096,666479526,799823099,100.00,100.00,0.00,3354671,51.19,51.19,42,708845,10.82,10.82,
2026-01-15,05:38:38.809,666575197,0.01,40603,666575197,666575197,0.01,40595,666575197,666575505,0.01,40289,666575505,666575505,0.01,40313,666575505,666575571,0.01,40281,666575571,666575571,0.01,40294,666575571,666575626,0.01,40218,666575626,666575626,0.01,40232,666575626,799937732,100.00,100.00,0.00,4120405,62.87,62.87,39,702953,10.73,10.73,666574242,0.01,41413,666574242,666574242,0.01,41428,666574242,666574466,0.01,41275,666574466,666574466,0.01,41346,666574466,666574527,0.01,41314,666574527,666574527,0.01,41347,666574527,666574597,0.01,41358,666574597,666574597,0.01,41408,666574597,799940412,100.00,100.00,0.00,3354546,51.19,51.19,43,705801,10.77,10.77,
2026-01-15,05:38:39.814,666578248,0.01,40770,666578248,666578248,0.01,40707,666578248,666578536,0.01,50205,666578536,666578536,0.01,50223,666578536,666578597,0.01,50192,666578597,666578597,0.01,50183,666578597,666578756,0.01,50042,666578756,666578756,0.01,50054,666578756,799955468,100.00,100.00,0.00,4120151,62.87,62.87,39,701322,10.70,10.70,666587510,0.01,41788,666587510,666587510,0.01,41780,666587510,666587722,0.01,41506,666587722,666587722,0.01,41506,666587722,666587726,0.01,41505,666587726,666587726,0.01,41503,666587726,666587767,0.01,41433,666587767,666587767,0.01,41422,666587767,802140524,100.00,100.00,0.00,3364780,51.34,51.34,43,706811,10.79,10.79,
2026-01-15,05:38:40.813,666839145,0.01,50690,666839145,666839145,0.01,50789,666839145,666839491,0.01,40720,666839491,666839491,0.01,40761,666839491,666839663,0.01,40652,666839663,666839663,0.01,40739,666839663,666839654,0.01,40804,666839654,666839654,0.01,40871,666839654,800257218,100.00,100.00,0.00,4118336,62.84,62.84,38,700453,10.69,10.69,666838921,0.01,41516,666838921,666838921,0.01,41539,666838921,666839105,0.01,41374,666839105,666839105,0.01,41317,666839105,666839119,0.01,41275,666839119,666839119,0.01,41241,666839119,666839134,0.01,41145,666839134,666839134,0.01,41128,666839134,800797489,100.00,100.00,0.00,3360677,51.28,51.28,42,705520,10.77,10.77,
2026-01-15,05:38:41.809,666172248,0.01,41244,666172248,666172248,0.01,41172,666172248,666172599,0.01,40690,666172599,666172599,0.01,40575,666172599,666172552,0.01,40484,666172552,666172552,0.01,40396,666172552,666172656,0.01,40167,666172656,666172656,0.01,40079,666172656,799453229,100.00,100.00,0.00,4128618,63.00,63.00,38,698643,10.66,10.66,666169858,0.01,41472,666169858,666169858,0.01,41427,666169858,666170065,0.01,41206,666170065,666170065,0.01,41197,666170065,666170123,0.01,41101,666170123,666170123,0.01,41119,666170123,666170153,0.01,41122,666170153,666170153,0.01,41103,666170153,796739416,100.00,100.00,0.00,3341307,50.98,50.98,44,702165,10.71,10.71,
2026-01-15,05:38:42.809,666585776,0.01,40339,666585776,666585776,0.01,40395,666585776,666586188,0.01,40053,666586188,666586188,0.01,40103,666586188,666586214,0.01,40130,666586214,666586214,0.01,40162,666586214,666586285,0.01,40137,666586285,666586285,0.01,40135,666586285,799952592,100.00,100.00,0.00,4137702,63.14,63.14,37,696203,10.62,10.62,666585831,0.01,41358,666585831,666585831,0.01,41393,666585831,666586004,0.01,41216,666586004,666586004,0.01,41231,666586004,666586046,0.01,41232,666586046,666586046,0.01,41234,666586046,666586072,0.01,41229,666586072,666586072,0.01,41248,666586072,799939436,100.00,100.00,0.00,3353087,51.16,51.16,44,708820,10.82,10.82,
2026-01-15,05:38:43.810,666579627,0.01,40636,666579627,666579627,0.01,40622,666579627,666579972,0.01,40245,666579972,666579972,0.01,40229,666579972,666580080,0.01,40120,666580080,666580080,0.01,40094,666580080,666580138,0.01,40058,666580138,666580138,0.01,40098,666580138,799943481,100.00,100.00,0.00,4137219,63.13,63.13,38,700385,10.69,10.69,666579125,0.01,41586,666579125,666579125,0.01,41611,666579125,666579491,0.01,41526,666579491,666579491,0.01,42003,666579491,666579494,0.01,42004,666579494,666579494,0.01,42083,666579494,666579521,0.01,42031,666579521,666579521,0.01,41994,666579521,799946047,100.00,100.00,0.00,3356491,51.22,51.22,44,709104,10.82,10.82,
2026-01-15,05:38:44.811,667152146,0.01,40591,667152146,667152146,0.01,40596,667152146,667152424,0.01,40350,667152424,667152424,0.01,40352,667152424,667152511,0.01,40239,667152511,667152511,0.01,40248,667152511,667152545,0.01,40169,667152545,667152545,0.01,40163,667152545,800631664,100.00,100.00,0.00,4142586,63.21,63.21,37,698505,10.66,10.66,667150897,0.01,42289,667150897,667150897,0.01,42232,667150897,667151137,0.01,41758,667151137,667151137,0.01,41306,667151137,667151157,0.01,41275,667151157,667151157,0.01,41203,667151157,667151213,0.01,41190,667151213,667151213,0.01,41255,667151213,800631358,100.00,100.00,0.00,3358305,51.24,51.24,43,710109,10.84,10.84,
2026-01-15,05:38:45.812,666623144,0.01,40911,666623144,666623144,0.01,40962,666623144,666623500,0.01,40679,666623500,666623500,0.01,40727,666623500,666623592,0.01,40739,666623592,666623592,0.01,40842,666623592,666623696,0.01,40885,666623696,666623696,0.01,40947,666623696,799998489,100.00,100.00,0.00,4146774,63.27,63.27,37,698602,10.66,10.66,666622183,0.01,41612,666622183,666622183,0.01,41669,666622183,666622409,0.01,41442,666622409,666622409,0.01,41441,666622409,666622463,0.01,41441,666622463,666622463,0.01,41462,666622463,666622465,0.01,41458,666622465,666622465,0.01,41472,666622465,799998381,99.98,99.98,0.00,3359255,51.26,51.26,41,702787,10.72,10.72,
2026-01-15,05:38:46.810,666624649,0.01,41335,666624649,666624649,0.01,41301,666624649,666625042,0.01,40818,666625042,666625042,0.01,40776,666625042,666625037,0.01,40706,666625037,666625037,0.01,40594,666625037,666625027,0.01,40511,666625027,666625027,0.01,40458,666625027,799998190,100.00,100.00,0.00,4138282,63.15,63.15,37,700628,10.69,10.69,666623817,0.01,41901,666623817,666623817,0.01,41889,666623817,666624030,0.01,41666,666624030,666624030,0.01,41701,666624030,666624057,0.01,41636,666624057,666624057,0.01,41602,666624057,666624101,0.01,41563,666624101,666624101,0.01,41547,666624101,799997142,99.99,99.99,0.00,3359983,51.27,51.27,43,703954,10.74,10.74,
2026-01-15,05:38:47.810,666591234,0.01,40722,666591234,666591234,0.01,40691,666591234,666591599,0.01,40307,666591599,666591599,0.01,40301,666591599,666591656,0.01,40237,666591656,666591656,0.01,40242,666591656,666591777,0.01,40038,666591777,666591777,0.01,40005,666591777,799958123,100.00,100.00,0.00,4141182,63.19,63.19,37,700628,10.69,10.69,666590063,0.01,41658,666590063,666590063,0.01,41659,666590063,666590246,0.01,41426,666590246,666590246,0.01,41389,666590246,666590292,0.01,41325,666590292,666590292,0.01,41357,666590292,666590319,0.01,41341,666590319,666590319,0.01,41305,666590319,799957397,99.98,99.98,0.00,3356622,51.22,51.22,42,698873,10.66,10.66,
2026-01-15,05:38:48.812,666624676,0.01,40574,666624676,666624676,0.01,40568,666624676,666625108,0.01,40111,666625108,666625108,0.01,40137,666625108,666625194,0.01,40085,666625194,666625194,0.01,40099,666625194,666625260,0.01,40075,666625260,666625260,0.01,40069,666625260,799998085,100.00,100.00,0.00,4143955,63.23,63.23,36,698505,10.66,10.66,666623440,0.01,41593,666623440,666623440,0.01,41620,666623440,666623726,0.01,41407,666623726,666623726,0.01,41394,666623726,666623745,0.01,41377,666623745,666623745,0.01,41339,666623745,666623784,0.01,41275,666623784,666623784,0.01,41303,666623784,801964632,99.96,99.96,0.00,3365705,51.36,51.36,43,703460,10.73,10.73,
2026-01-15,05:38:49.810,666211842,0.01,40740,666211842,666211842,0.01,40834,666211842,666211999,0.01,40681,666211999,666211999,0.01,40644,666211999,666212075,0.01,40505,666212075,666212075,0.01,40485,666212075,666212122,0.01,40440,666212122,666212122,0.01,40493,666212122,799503320,100.00,100.00,0.00,4131380,63.04,63.04,38,697799,10.65,10.65,666211042,0.01,41678,666211042,666211042,0.01,41658,666211042,666211314,0.01,41345,666211314,666211314,0.01,41375,666211314,666211348,0.01,41367,666211348,666211348,0.01,41389,666211348,666211398,0.01,41340,666211398,666211398,0.01,41338,666211398,797549568,99.95,99.95,0.00,3347186,51.07,51.07,42,706589,10.78,10.78,
2026-01-15,05:38:50.811,667060808,0.01,40674,667060808,667060808,0.01,40671,667060808,667061105,0.01,40471,667061105,667061105,0.01,40550,667061105,667061246,0.01,40511,667061246,667061246,0.01,40599,667061246,667061317,0.01,40613,667061317,667061317,0.01,40644,667061317,800522320,100.00,100.00,0.00,4148333,63.30,63.30,37,700650,10.69,10.69,667059777,0.01,41901,667059777,667059777,0.01,41858,667059777,667060091,0.01,41573,667060091,667060091,0.01,41557,667060091,667060147,0.01,41530,667060147,667060147,0.01,41519,667060147,667060195,0.01,41795,667060195,667060195,0.01,41805,667060195,800510341,99.95,99.95,0.00,3362087,51.30,51.30,43,710110,10.84,10.84,
2026-01-15,05:38:51.811,666627991,0.01,41259,666627991,666627991,0.01,41169,666627991,666628281,0.01,40864,666628281,666628281,0.01,40800,666628281,666628352,0.01,40671,666628352,666628352,0.01,40617,666628352,666628395,0.01,40512,666628395,666628395,0.01,40427,666628395,800002696,100.00,100.00,0.00,4137937,63.14,63.14,38,698530,10.66,10.66,666627220,0.01,42072,666627220,666627220,0.01,42118,666627220,666627406,0.01,41972,666627406,666627406,0.01,41986,666627406,666627420,0.01,41943,666627420,666627420,0.01,41942,666627420,666627501,0.01,41546,666627501,666627501,0.01,41521,666627501,800004199,99.96,99.96,0.00,3358120,51.24,51.24,43,708556,10.81,10.81,
2026-01-15,05:38:52.810,666619823,0.01,40755,666619823,666619823,0.01,40745,666619823,666620219,0.01,40312,666620219,666620219,0.01,40308,666620219,666620315,0.01,40168,666620315,666620315,0.01,40164,666620315,666620317,0.01,40125,666620317,666620317,0.01,40131,666620317,799991997,100.00,100.00,0.00,4138281,63.15,63.15,38,700625,10.69,10.69,666618327,0.01,41747,666618327,666618327,0.01,41735,666618327,666618560,0.01,41403,666618560,666618560,0.01,41365,666618560,666618623,0.01,41327,666618623,666618623,0.01,41356,666618623,666618664,0.01,41343,666618664,666618664,0.01,41342,666618664,799991545,99.99,99.99,0.00,3356978,51.22,51.22,42,716657,10.94,10.94,
2026-01-15,05:38:53.814,666628743,0.01,40544,666628743,666628743,0.01,40551,666628743,666629112,0.01,40163,666629112,666629112,0.01,40170,666629112,666629149,0.01,40200,666629149,666629149,0.01,40168,666629149,666629260,0.01,40053,666629260,666629260,0.01,40041,666629260,800002660,100.00,100.00,0.00,4138842,63.15,63.15,37,704165,10.74,10.74,666626764,0.01,41781,666626764,666626764,0.01,41746,666626764,666627050,0.01,41492,666627050,666627050,0.01,41486,666627050,666627099,0.01,41425,666627099,666627099,0.01,41426,666627099,666627192,0.01,41345,666627192,666627192,0.01,41349,666627192,800329200,99.96,99.96,0.00,3355774,51.21,51.21,44,717276,10.94,10.94,
2026-01-15,05:38:54.810,666624560,0.01,40715,666624560,666624560,0.01,40729,666624560,666624883,0.01,40405,666624883,666624883,0.01,40383,666624883,666624974,0.01,40245,666624974,666624974,0.01,40247,666624974,666625101,0.01,40117,666625101,666625101,0.01,40141,666625101,799999152,100.00,100.00,0.00,4149191,63.31,63.31,36,702085,10.71,10.71,666624756,0.01,41724,666624756,666624756,0.01,41743,666624756,666625036,0.01,41447,666625036,666625036,0.01,41434,666625036,666625085,0.01,41335,666625085,666625085,0.01,41299,666625085,666625141,0.01,41218,666625141,666625141,0.01,41248,666625141,799672555,99.97,99.97,0.00,3358351,51.24,51.24,43,711733,10.86,10.86,
2026-01-15,05:38:55.810,666590714,0.01,40622,666590714,666590714,0.01,40663,666590714,666591083,0.01,40338,666591083,666591083,0.01,40358,666591083,666591141,0.01,40312,666591141,666591141,0.01,40312,666591141,666591201,0.01,40287,666591201,666591201,0.01,40303,666591201,799957860,100.00,100.00,0.00,4153949,63.38,63.38,38,700614,10.69,10.69,666589281,0.01,41670,666589281,666589281,0.01,41685,666589281,666589521,0.01,41437,666589521,666589521,0.01,41516,666589521,666589563,0.01,41474,666589563,666589563,0.01,41503,666589563,666589599,0.01,41442,666589599,666589599,0.01,41433,666589599,799955966,99.99,99.99,0.00,3360462,51.28,51.28,42,715096,10.91,10.91,
2026-01-15,05:38:56.812,666586212,0.01,40938,666586212,666586212,0.01,40890,666586212,666586599,0.01,40494,666586599,666586599,0.01,40513,666586599,666586698,0.01,40501,666586698,666586698,0.01,40544,666586698,666586790,0.01,40524,666586790,666586790,0.01,40621,666586790,799953058,100.00,100.00,0.00,4150788,63.34,63.34,37,697001,10.64,10.64,666586330,0.01,41532,666586330,666586330,0.01,41523,666586330,666586501,0.01,41387,666586501,666586501,0.01,41332,666586501,666586525,0.01,41293,666586525,666586525,0.01,41251,666586525,666586558,0.01,41200,666586558,666586558,0.01,41165,666586558,801961569,99.98,99.98,0.00,3370051,51.42,51.42,42,704189,10.75,10.75,
2026-01-15,05:38:57.813,666263900,0.01,41096,666263900,666263900,0.01,41094,666263900,666264166,0.01,40807,666264166,666264166,0.01,40776,666264166,666264197,0.01,40681,666264197,666264197,0.01,40628,666264197,666264312,0.01,40438,666264312,666264312,0.01,40312,666264312,799564982,100.00,100.00,0.00,4148077,63.29,63.29,37,698745,10.66,10.66,666262301,0.01,41480,666262301,666262301,0.01,41471,666262301,666262543,0.01,41227,666262543,666262543,0.01,41231,666262543,666262584,0.01,41272,666262584,666262584,0.01,41333,666262584,666262620,0.01,41340,666262620,666262620,0.01,41356,666262620,799195916,99.95,99.95,0.00,3361747,51.30,51.30,41,708924,10.82,10.82,
2026-01-15,05:38:58.812,667050114,0.01,40628,667050114,667050114,0.01,40653,667050114,667050497,0.01,40255,667050497,667050497,0.01,40265,667050497,667050565,0.01,40163,667050565,667050565,0.01,40153,667050565,667050636,0.01,40070,667050636,667050636,0.01,40065,667050636,800508803,99.99,99.99,0.00,4153246,63.37,63.37,37,703725,10.74,10.74,667049480,0.01,41610,667049480,667049480,0.01,41589,667049480,667049738,0.01,41315,667049738,667049738,0.01,41316,667049738,667049775,0.01,41207,667049775,667049775,0.01,41164,667049775,667049808,0.01,41075,667049808,667049808,0.01,41082,667049808,798869980,99.97,99.97,0.00,3359900,51.27,51.27,42,711562,10.86,10.86,
2026-01-15,05:38:59.813,666617251,0.01,40436,666617251,666617251,0.01,40424,666617251,666617470,0.01,40247,666617470,666617470,0.01,40227,666617470,666617582,0.01,40135,666617582,666617582,0.01,40158,666617582,666617658,0.01,40061,666617658,666617658,0.01,40079,666617658,799989530,100.00,100.00,0.00,4152390,63.36,63.36,36,705034,10.76,10.76,666616601,0.01,41397,666616601,666616601,0.01,41427,666616601,666616795,0.01,41218,666616795,666616795,0.01,41217,666616795,666616824,0.01,41259,666616824,666616824,0.01,41303,666616824,666616824,0.01,41344,666616824,666616824,0.01,41374,666616824,799989494,99.97,99.97,0.00,3363995,51.33,51.33,42,704649,10.75,10.75,
2026-01-15,05:39:00.810,666664211,0.01,40596,666664211,666664211,0.01,40560,666664211,666664531,0.01,40200,666664531,666664531,0.01,40362,666664531,666664603,0.01,40713,666664603,666664603,0.01,40668,666664603,666664738,0.01,40545,666664738,666664738,0.01,40534,666664738,800045688,100.00,100.00,0.00,4152749,63.37,63.37,36,699667,10.68,10.68,666662416,0.01,41686,666662416,666662416,0.01,41656,666662416,666662625,0.01,41466,666662625,666662625,0.01,41449,666662625,666662708,0.01,41296,666662708,666662708,0.01,41250,666662708,666662756,0.01,41178,666662756,666662756,0.01,41120,666662756,800044258,99.91,99.91,0.00,3363069,51.32,51.32,41,711865,10.86,10.86,
