Core Power License 0: Core cycles where the core was running with power-delivery for baseline license level 0.  This includes non-AVX codes, SSE, AVX 128-bit, and low-current AVX 256-bit codes.
Core Power License 1: Core cycles where the core was running with power-delivery for license level 1.  This includes high current AVX 256-bit instructions as well as low current AVX 512-bit instructions.
Core Power License 2: Core cycles where the core was running with power-delivery for license level 2 (introduced in Skylake Server michroarchtecture). This includes high current AVX 512-bit instructions.
,,S0,S0,S0,S0,S0,S0P0,S0P0,S0P0,S0P1,S0P1,S0P1,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1,S1,S1P0,S1P0,S1P0,S1P1,S1P1,S1P1,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH4,S1CH4,S1CH4,S1CH4,S1CH4,S1CH4,S1CH4,S1CH4,S1CH5,S1CH5,S1CH5,S1CH5,S1CH5,S1CH5,S1CH5,S1CH5,S1,S1,S1,S1,S1,S1,S1,
2026-01-14,22:57:19.313,2.00,2.20,100.00,0.00,0.00,1200011251,0.00,0.00,1200011386,0.00,0.00,1200228162,0.00,-1,-1,1200228162,0.00,-1,-1,1200228915,0.00,-1,-1,1200228915,0.00,-1,-1,1200229224,0.00,-1,-1,1200229224,0.00,-1,-1,1200011028,100.00,-1,-1,1200011028,100.00,-1,-1,1200011044,100.00,-1,-1,1200011044,100.00,-1,-1,1200011037,100.00,-1,-1,1200011037,100.00,-1,-1,796643,48.62,48.62,37,341284,5.22,5.22,2.00,2.20,100.00,0.00,0.00,1200000174,0.00,0.00,1200000311,0.00,0.00,1200223371,0.00,-1,-1,1200223371,0.00,-1,-1,1200223381,0.00,-1,-1,1200223381,0.00,-1,-1,1200223566,0.00,-1,-1,1200223566,0.00,-1,-1,1200000049,100.00,-1,-1,1200000049,100.00,-1,-1,1200000085,100.00,-1,-1,1200000085,100.00,-1,-1,1200000174,100.00,-1,-1,1200000174,100.00,-1,-1,791263,48.29,48.29,41,367678,5.63,5.63,
2026-01-14,22:57:20.312,2.00,2.20,100.00,0.00,0.00,1199078277,0.00,0.00,1199078470,0.00,0.00,1199296489,0.00,-1,-1,1199296489,0.00,-1,-1,1199295999,0.00,-1,-1,1199295999,0.00,-1,-1,1199295747,0.00,-1,-1,1199295747,0.00,-1,-1,1199078016,100.00,-1,-1,1199078016,100.00,-1,-1,1199078007,100.00,-1,-1,1199078007,100.00,-1,-1,1199078029,100.00,-1,-1,1199078029,100.00,-1,-1,797491,48.67,48.67,37,340437,5.21,5.21,2.00,2.20,100.00,0.00,0.00,1199087513,0.00,0.00,1199087596,0.00,0.00,1199311431,0.00,-1,-1,1199311431,0.00,-1,-1,1199311362,0.00,-1,-1,1199311362,0.00,-1,-1,1199311389,0.00,-1,-1,1199311389,0.00,-1,-1,1199087374,100.00,-1,-1,1199087374,100.00,-1,-1,1199087454,100.00,-1,-1,1199087454,100.00,-1,-1,1199087439,100.00,-1,-1,1199087439,100.00,-1,-1,787874,48.09,48.09,41,366257,5.60,5.60,
2026-01-14,22:57:21.314,2.00,2.20,100.00,0.00,0.00,1200427636,0.00,0.00,1200427815,0.00,0.00,1200644207,0.00,-1,-1,1200644207,0.00,-1,-1,1200644145,0.00,-1,-1,1200644145,0.00,-1,-1,1200644343,0.00,-1,-1,1200644343,0.00,-1,-1,1200427400,100.00,-1,-1,1200427400,100.00,-1,-1,1200427392,100.00,-1,-1,1200427392,100.00,-1,-1,1200427404,100.00,-1,-1,1200427404,100.00,-1,-1,801312,48.91,48.91,37,340168,5.20,5.20,2.00,2.20,100.00,0.00,0.00,1200402603,0.00,0.00,1200402586,0.00,0.00,1200625517,0.00,-1,-1,1200625517,0.00,-1,-1,1200625517,0.00,-1,-1,1200625517,0.00,-1,-1,1200625278,0.00,-1,-1,1200625278,0.00,-1,-1,1200402408,100.00,-1,-1,1200402408,100.00,-1,-1,1200402495,100.00,-1,-1,1200402495,100.00,-1,-1,1200402581,100.00,-1,-1,1200402581,100.00,-1,-1,792268,48.36,48.36,41,368176,5.63,5.63,
2026-01-14,22:57:22.310,2.00,2.20,100.00,0.00,0.00,1199096123,0.00,0.00,1199096228,0.00,0.00,1199312826,0.00,-1,-1,1199312826,0.00,-1,-1,1199312676,0.00,-1,-1,1199312676,0.00,-1,-1,1199312511,0.00,-1,-1,1199312511,0.00,-1,-1,1199095910,100.00,-1,-1,1199095910,100.00,-1,-1,1199095934,100.00,-1,-1,1199095934,100.00,-1,-1,1199095943,100.00,-1,-1,1199095943,100.00,-1,-1,803070,49.02,49.02,36,340439,5.21,5.21,2.00,2.20,100.00,0.00,0.00,1199110486,0.00,0.00,1199110539,0.00,0.00,1199333763,0.00,-1,-1,1199333763,0.00,-1,-1,1199333937,0.00,-1,-1,1199333937,0.00,-1,-1,1199334162,0.00,-1,-1,1199334162,0.00,-1,-1,1199110257,100.00,-1,-1,1199110257,100.00,-1,-1,1199110407,100.00,-1,-1,1199110407,100.00,-1,-1,1199110419,100.00,-1,-1,1199110419,100.00,-1,-1,786662,48.01,48.01,41,366351,5.61,5.61,
2026-01-14,22:57:23.317,2.00,2.20,100.00,0.00,0.00,1200295471,0.00,0.00,1200295506,0.00,0.00,1200511641,0.00,-1,-1,1200511641,0.00,-1,-1,1200511589,0.00,-1,-1,1200511589,0.00,-1,-1,1200511497,0.00,-1,-1,1200511497,0.00,-1,-1,1200295413,100.00,-1,-1,1200295413,100.00,-1,-1,1200295383,100.00,-1,-1,1200295383,100.00,-1,-1,1200295389,100.00,-1,-1,1200295389,100.00,-1,-1,803219,49.02,49.02,36,341135,5.22,5.22,2.00,2.20,100.00,0.00,0.00,1200266328,0.00,0.00,1200266387,0.00,0.00,1200489343,0.00,-1,-1,1200489343,0.00,-1,-1,1200489214,0.00,-1,-1,1200489214,0.00,-1,-1,1200488980,0.00,-1,-1,1200488980,0.00,-1,-1,1200266256,100.00,-1,-1,1200266256,100.00,-1,-1,1200266323,100.00,-1,-1,1200266323,100.00,-1,-1,1200266315,100.00,-1,-1,1200266315,100.00,-1,-1,792588,48.38,48.38,41,368357,5.64,5.64,
2026-01-14,22:57:24.316,2.00,2.20,100.00,0.00,0.00,1199914616,0.00,0.00,1199914664,0.00,0.00,1200131272,0.00,-1,-1,1200131272,0.00,-1,-1,1200131359,0.00,-1,-1,1200131359,0.00,-1,-1,1200131501,0.00,-1,-1,1200131501,0.00,-1,-1,1199914539,100.00,-1,-1,1199914539,100.00,-1,-1,1199914539,100.00,-1,-1,1199914539,100.00,-1,-1,1199914507,100.00,-1,-1,1199914507,100.00,-1,-1,801989,48.95,48.95,36,340791,5.21,5.21,2.00,2.20,100.00,0.00,0.00,1199918818,0.00,0.00,1199918806,0.00,0.00,1200142344,0.00,-1,-1,1200142344,0.00,-1,-1,1200142385,0.00,-1,-1,1200142385,0.00,-1,-1,1200142385,0.00,-1,-1,1200142385,0.00,-1,-1,1199918757,100.00,-1,-1,1199918757,100.00,-1,-1,1199918741,100.00,-1,-1,1199918741,100.00,-1,-1,1199918757,100.00,-1,-1,1199918757,100.00,-1,-1,788811,48.15,48.15,40,367190,5.62,5.62,
2026-01-14,22:57:25.311,2.00,2.20,100.00,0.00,0.00,1199787604,0.00,0.00,1199787931,0.00,0.00,1200005867,0.00,-1,-1,1200005867,0.00,-1,-1,1200006000,0.00,-1,-1,1200006000,0.00,-1,-1,1200005970,0.00,-1,-1,1200005970,0.00,-1,-1,1199786354,100.00,-1,-1,1199786354,100.00,-1,-1,1199786583,100.00,-1,-1,1199786583,100.00,-1,-1,1199786904,100.00,-1,-1,1199786904,100.00,-1,-1,803960,49.07,49.07,36,341701,5.23,5.23,2.00,2.20,100.00,0.00,0.00,1199786105,0.00,0.00,1199786369,0.00,0.00,1200011222,0.00,-1,-1,1200011222,0.00,-1,-1,1200011431,0.00,-1,-1,1200011431,0.00,-1,-1,1200011482,0.00,-1,-1,1200011482,0.00,-1,-1,1199784876,100.00,-1,-1,1199784876,100.00,-1,-1,1199785242,100.00,-1,-1,1199785242,100.00,-1,-1,1199785499,100.00,-1,-1,1199785499,100.00,-1,-1,790040,48.22,48.22,41,366642,5.61,5.61,
2026-01-14,22:57:26.315,2.00,2.20,100.00,0.00,0.00,1200288574,0.00,0.00,1200288930,0.00,0.00,1200507958,0.00,-1,-1,1200507958,0.00,-1,-1,1200507944,0.00,-1,-1,1200507944,0.00,-1,-1,1200508063,0.00,-1,-1,1200508063,0.00,-1,-1,1200286713,100.00,-1,-1,1200286713,100.00,-1,-1,1200287045,100.00,-1,-1,1200287045,100.00,-1,-1,1200287457,100.00,-1,-1,1200287457,100.00,-1,-1,808074,49.32,49.27,36,340858,5.22,5.21,2.00,2.20,100.00,0.00,0.00,1200306305,0.00,0.00,1200306606,0.00,0.00,1200531753,0.00,-1,-1,1200531753,0.00,-1,-1,1200531522,0.00,-1,-1,1200531522,0.00,-1,-1,1200531644,0.00,-1,-1,1200531644,0.00,-1,-1,1200305142,100.00,-1,-1,1200305142,100.00,-1,-1,1200305238,100.00,-1,-1,1200305238,100.00,-1,-1,1200305643,100.00,-1,-1,1200305643,100.00,-1,-1,791188,48.29,48.24,40,367770,5.63,5.62,
2026-01-14,22:57:27.316,2.00,2.20,100.00,0.00,0.00,1200522784,0.00,0.00,1200523118,0.00,0.00,1200742074,0.00,-1,-1,1200742074,0.00,-1,-1,1200742143,0.00,-1,-1,1200742143,0.00,-1,-1,1200742169,0.00,-1,-1,1200742169,0.00,-1,-1,1200521118,100.00,-1,-1,1200521118,100.00,-1,-1,1200521461,100.00,-1,-1,1200521461,100.00,-1,-1,1200521774,100.00,-1,-1,1200521774,100.00,-1,-1,808294,49.33,49.33,36,342238,5.24,5.24,2.00,2.20,100.00,0.00,0.00,1200490833,0.00,0.00,1200491032,0.00,0.00,1200715435,0.00,-1,-1,1200715435,0.00,-1,-1,1200715439,0.00,-1,-1,1200715439,0.00,-1,-1,1200715485,0.00,-1,-1,1200715485,0.00,-1,-1,1200489994,100.00,-1,-1,1200489994,100.00,-1,-1,1200490218,100.00,-1,-1,1200490218,100.00,-1,-1,1200490383,100.00,-1,-1,1200490383,100.00,-1,-1,791962,48.34,48.34,41,368288,5.63,5.63,
2026-01-14,22:57:28.312,2.00,2.20,100.00,0.00,0.00,1199693207,0.00,0.00,1199693444,0.00,0.00,1199912301,0.00,-1,-1,1199912301,0.00,-1,-1,1199911996,0.00,-1,-1,1199911996,0.00,-1,-1,1199911879,0.00,-1,-1,1199911879,0.00,-1,-1,1199692113,100.00,-1,-1,1199692113,100.00,-1,-1,1199692371,100.00,-1,-1,1199692371,100.00,-1,-1,1199692617,100.00,-1,-1,1199692617,100.00,-1,-1,810714,49.48,49.48,36,341707,5.23,5.23,2.00,2.20,100.00,0.00,0.00,1199669763,0.00,0.00,1199669961,0.00,0.00,1199913555,0.00,-1,-1,1199913555,0.00,-1,-1,1199913664,0.00,-1,-1,1199913664,0.00,-1,-1,1199913556,0.00,-1,-1,1199913556,0.00,-1,-1,1199669013,100.00,-1,-1,1199669013,100.00,-1,-1,1199669111,100.00,-1,-1,1199669111,100.00,-1,-1,1199669295,100.00,-1,-1,1199669295,100.00,-1,-1,790114,48.22,48.22,40,366890,5.61,5.61,
2026-01-14,22:57:29.317,2.00,2.20,100.00,0.00,0.00,1200301406,0.00,0.00,1200301636,0.00,0.00,1200520524,0.00,-1,-1,1200520524,0.00,-1,-1,1200520736,0.00,-1,-1,1200520736,0.00,-1,-1,1200520722,0.00,-1,-1,1200520722,0.00,-1,-1,1200300318,100.00,-1,-1,1200300318,100.00,-1,-1,1200300660,100.00,-1,-1,1200300660,100.00,-1,-1,1200300887,100.00,-1,-1,1200300887,100.00,-1,-1,812521,49.59,49.54,36,342187,5.24,5.23,2.00,2.20,100.00,0.00,0.00,1200314408,0.00,0.00,1200314604,0.00,0.00,1200538785,0.00,-1,-1,1200538785,0.00,-1,-1,1200538752,0.00,-1,-1,1200538752,0.00,-1,-1,1200538761,0.00,-1,-1,1200538761,0.00,-1,-1,1200313797,100.00,-1,-1,1200313797,100.00,-1,-1,1200313950,100.00,-1,-1,1200313950,100.00,-1,-1,1200314113,100.00,-1,-1,1200314113,100.00,-1,-1,794145,48.47,48.42,40,369367,5.65,5.65,
