,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
2026-01-16,00:37:29.432,1196831919,100.00,-1,-1,1196831919,0.00,2,1196831919,1196831919,100.00,-1,-1,1196831919,0.00,2,1196831919,1196831913,100.00,-1,-1,1196831913,0.00,2,1196831913,1196831913,100.00,-1,-1,1196831913,0.00,2,1196831913,1196831907,100.00,-1,-1,1196831907,0.00,2,1196831907,1196831910,100.00,-1,-1,1196831910,0.00,2,1196831910,1196831907,100.00,-1,-1,1196831907,0.00,2,1196831907,1196831910,100.00,-1,-1,1196831910,0.00,2,1196831910,1097165866,0.00,0.00,0.00,2010343,122.70,122.70,53,112091,6.84,6.84,
2026-01-16,00:37:30.432,1196777934,100.00,-1,-1,1196777934,0.00,2,1196777934,1196777931,100.00,-1,-1,1196777931,0.00,2,1196777931,1196777934,100.00,-1,-1,1196777934,0.00,2,1196777934,1196777934,100.00,-1,-1,1196777934,0.00,2,1196777934,1196777931,100.00,-1,-1,1196777931,0.00,2,1196777931,1196777928,100.00,-1,-1,1196777928,0.00,2,1196777928,1196777928,100.00,-1,-1,1196777928,0.00,2,1196777928,1196777931,100.00,-1,-1,1196777931,0.00,2,1196777931,1097105955,0.00,0.00,0.00,2010345,122.70,122.70,53,111595,6.81,6.81,
2026-01-16,00:37:31.432,1197972777,100.00,-1,-1,1197972777,0.00,2,1197972777,1197972777,100.00,-1,-1,1197972777,0.00,2,1197972777,1197972774,100.00,-1,-1,1197972774,0.00,2,1197972774,1197972771,100.00,-1,-1,1197972771,0.00,2,1197972771,1197972774,100.00,-1,-1,1197972774,0.00,2,1197972774,1197972777,100.00,-1,-1,1197972777,0.00,2,1197972777,1197972777,100.00,-1,-1,1197972777,0.00,2,1197972777,1197972771,100.00,-1,-1,1197972771,0.00,2,1197972771,1098206404,0.00,0.00,0.00,2000537,122.10,122.10,53,112177,6.85,6.85,
2026-01-16,00:37:32.433,1196766519,100.00,-1,-1,1196766519,0.00,2,1196766519,1196766519,100.00,-1,-1,1196766519,0.00,2,1196766519,1196766519,100.00,-1,-1,1196766519,0.00,2,1196766519,1196766519,100.00,-1,-1,1196766519,0.00,2,1196766519,1196766516,100.00,-1,-1,1196766516,0.00,2,1196766516,1196766513,100.00,-1,-1,1196766513,0.00,2,1196766513,1196766510,100.00,-1,-1,1196766510,0.00,2,1196766510,1196766507,100.00,-1,-1,1196766507,0.00,2,1196766507,1097105814,0.00,0.00,0.00,2000451,122.10,122.10,52,111673,6.82,6.82,
2026-01-16,00:37:33.434,1197582591,100.00,-1,-1,1197582591,0.00,2,1197582591,1197582591,100.00,-1,-1,1197582591,0.00,2,1197582591,1197582594,100.00,-1,-1,1197582594,0.00,2,1197582594,1197582591,100.00,-1,-1,1197582591,0.00,2,1197582591,1197582591,100.00,-1,-1,1197582591,0.00,2,1197582591,1197582591,100.00,-1,-1,1197582591,0.00,2,1197582591,1197582567,100.00,-1,-1,1197582567,0.00,2,1197582567,1197582567,100.00,-1,-1,1197582567,0.00,2,1197582567,1097844061,0.00,0.00,0.00,2000389,122.09,122.09,52,111339,6.80,6.80,
2026-01-16,00:37:34.435,1200618456,100.00,-1,-1,1200618456,0.00,2,1200618456,1200618458,100.00,-1,-1,1200618458,0.00,2,1200618458,1200618459,100.00,-1,-1,1200618459,0.00,2,1200618459,1200618456,100.00,-1,-1,1200618456,0.00,2,1200618456,1200618456,100.00,-1,-1,1200618456,0.00,2,1200618456,1200618459,100.00,-1,-1,1200618459,0.00,2,1200618459,1200618459,100.00,-1,-1,1200618459,0.00,2,1200618459,1200618462,100.00,-1,-1,1200618462,0.00,2,1200618462,1100631466,0.00,0.00,0.00,2005941,122.43,122.07,52,111760,6.82,6.80,
2026-01-16,00:37:35.438,1196773044,100.00,-1,-1,1196773044,0.00,2,1196773044,1196773044,100.00,-1,-1,1196773044,0.00,2,1196773044,1196773044,100.00,-1,-1,1196773044,0.00,2,1196773044,1196773047,100.00,-1,-1,1196773047,0.00,2,1196773047,1196773050,100.00,-1,-1,1196773050,0.00,2,1196773050,1196773053,100.00,-1,-1,1196773053,0.00,2,1196773053,1196773056,100.00,-1,-1,1196773056,0.00,2,1196773056,1196773056,100.00,-1,-1,1196773056,0.00,2,1196773056,1097106417,0.00,0.00,0.00,1998449,121.98,121.98,52,111478,6.80,6.80,
2026-01-16,00:37:36.435,1197765930,100.00,-1,-1,1197765930,0.00,2,1197765930,1197765930,100.00,-1,-1,1197765930,0.00,2,1197765930,1197765930,100.00,-1,-1,1197765930,0.00,2,1197765930,1197765930,100.00,-1,-1,1197765930,0.00,2,1197765930,1197765927,100.00,-1,-1,1197765927,0.00,2,1197765927,1197765927,100.00,-1,-1,1197765927,0.00,2,1197765927,1197765927,100.00,-1,-1,1197765927,0.00,2,1197765927,1197765906,100.00,-1,-1,1197765906,0.00,2,1197765906,1098017687,0.00,0.00,0.00,2005481,122.40,122.40,51,111445,6.80,6.80,
2026-01-16,00:37:37.438,1196767128,100.00,-1,-1,1196767128,0.00,2,1196767128,1196767128,100.00,-1,-1,1196767128,0.00,2,1196767128,1196767131,100.00,-1,-1,1196767131,0.00,2,1196767131,1196767131,100.00,-1,-1,1196767131,0.00,2,1196767131,1196767128,100.00,-1,-1,1196767128,0.00,2,1196767128,1196767122,100.00,-1,-1,1196767122,0.00,2,1196767122,1196767122,100.00,-1,-1,1196767122,0.00,2,1196767122,1196767119,100.00,-1,-1,1196767119,0.00,2,1196767119,1097106068,0.00,0.00,0.00,1999937,122.07,122.07,52,111214,6.79,6.79,
2026-01-16,00:37:38.435,1197607362,100.00,-1,-1,1197607362,0.00,2,1197607362,1197607363,100.00,-1,-1,1197607363,0.00,2,1197607363,1197607389,100.00,-1,-1,1197607389,0.00,2,1197607389,1197607412,100.00,-1,-1,1197607412,0.00,2,1197607412,1197607416,100.00,-1,-1,1197607416,0.00,2,1197607416,1197607413,100.00,-1,-1,1197607413,0.00,2,1197607413,1197607413,100.00,-1,-1,1197607413,0.00,2,1197607413,1197607410,100.00,-1,-1,1197607410,0.00,2,1197607410,1097868596,0.00,0.00,0.00,2001578,122.17,122.17,51,110046,6.72,6.72,
2026-01-16,00:37:39.435,1196775948,100.00,-1,-1,1196775948,0.00,2,1196775948,1196775948,100.00,-1,-1,1196775948,0.00,2,1196775948,1196775945,100.00,-1,-1,1196775945,0.00,2,1196775945,1196775945,100.00,-1,-1,1196775945,0.00,2,1196775945,1196775945,100.00,-1,-1,1196775945,0.00,2,1196775945,1196775948,100.00,-1,-1,1196775948,0.00,2,1196775948,1196775960,100.00,-1,-1,1196775960,0.00,2,1196775960,1196775960,100.00,-1,-1,1196775960,0.00,2,1196775960,1097114120,0.00,0.00,0.00,1998878,122.00,122.00,51,110178,6.72,6.72,
2026-01-16,00:37:40.436,1196776047,100.00,-1,-1,1196776047,0.00,2,1196776047,1196776047,100.00,-1,-1,1196776047,0.00,2,1196776047,1196776044,100.00,-1,-1,1196776044,0.00,2,1196776044,1196776044,100.00,-1,-1,1196776044,0.00,2,1196776044,1196776050,100.00,-1,-1,1196776050,0.00,2,1196776050,1196776047,100.00,-1,-1,1196776047,0.00,2,1196776047,1196776047,100.00,-1,-1,1196776047,0.00,2,1196776047,1196776047,100.00,-1,-1,1196776047,0.00,2,1196776047,1097103620,0.00,0.00,0.00,2004929,122.37,122.37,51,110512,6.75,6.75,
2026-01-16,00:37:41.439,1198006506,100.00,-1,-1,1198006506,0.00,2,1198006506,1198006506,100.00,-1,-1,1198006506,0.00,2,1198006506,1198006506,100.00,-1,-1,1198006506,0.00,2,1198006506,1198006503,100.00,-1,-1,1198006503,0.00,2,1198006503,1198006506,100.00,-1,-1,1198006506,0.00,2,1198006506,1198006506,100.00,-1,-1,1198006506,0.00,2,1198006506,1198006503,100.00,-1,-1,1198006503,0.00,2,1198006503,1198006503,100.00,-1,-1,1198006503,0.00,2,1198006503,1098236395,0.00,0.00,0.00,2002623,122.23,122.23,51,109294,6.67,6.67,
2026-01-16,00:37:42.438,1197193551,100.00,-1,-1,1197193551,0.00,2,1197193551,1197193548,100.00,-1,-1,1197193548,0.00,2,1197193548,1197193551,100.00,-1,-1,1197193551,0.00,2,1197193551,1197193551,100.00,-1,-1,1197193551,0.00,2,1197193551,1197193551,100.00,-1,-1,1197193551,0.00,2,1197193551,1197193551,100.00,-1,-1,1197193551,0.00,2,1197193551,1197193557,100.00,-1,-1,1197193557,0.00,2,1197193557,1197193554,100.00,-1,-1,1197193554,0.00,2,1197193554,1097498297,0.00,0.00,0.00,2001372,122.15,122.15,51,110160,6.72,6.72,
2026-01-16,00:37:43.436,1197196125,100.00,-1,-1,1197196125,0.00,2,1197196125,1197196149,100.00,-1,-1,1197196149,0.00,2,1197196149,1197196155,100.00,-1,-1,1197196155,0.00,2,1197196155,1197196158,100.00,-1,-1,1197196158,0.00,2,1197196158,1197196161,100.00,-1,-1,1197196161,0.00,2,1197196161,1197196164,100.00,-1,-1,1197196164,0.00,2,1197196164,1197196164,100.00,-1,-1,1197196164,0.00,2,1197196164,1197196164,100.00,-1,-1,1197196164,0.00,2,1197196164,1097494648,0.00,0.00,0.00,2001834,122.18,122.06,51,110749,6.76,6.75,
2026-01-16,00:37:44.436,1198373475,100.00,-1,-1,1198373475,0.00,2,1198373475,1198373475,100.00,-1,-1,1198373475,0.00,2,1198373475,1198373472,100.00,-1,-1,1198373472,0.00,2,1198373472,1198373472,100.00,-1,-1,1198373472,0.00,2,1198373472,1198373478,100.00,-1,-1,1198373478,0.00,2,1198373478,1198373478,100.00,-1,-1,1198373478,0.00,2,1198373478,1198373478,100.00,-1,-1,1198373478,0.00,2,1198373478,1198373475,100.00,-1,-1,1198373475,0.00,2,1198373475,1098571912,0.00,0.00,0.00,2013399,122.89,122.77,50,110829,6.76,6.76,
2026-01-16,00:37:45.436,1196822034,100.00,-1,-1,1196822034,0.00,2,1196822034,1196822031,100.00,-1,-1,1196822031,0.00,2,1196822031,1196822034,100.00,-1,-1,1196822034,0.00,2,1196822034,1196822037,100.00,-1,-1,1196822037,0.00,2,1196822037,1196822031,100.00,-1,-1,1196822031,0.00,2,1196822031,1196822025,100.00,-1,-1,1196822025,0.00,2,1196822025,1196822025,100.00,-1,-1,1196822025,0.00,2,1196822025,1196822025,100.00,-1,-1,1196822025,0.00,2,1196822025,1097157149,0.00,0.00,0.00,2008276,122.58,122.70,50,111285,6.79,6.80,
2026-01-16,00:37:46.438,1196775798,100.00,-1,-1,1196775798,0.00,2,1196775798,1196775798,100.00,-1,-1,1196775798,0.00,2,1196775798,1196775798,100.00,-1,-1,1196775798,0.00,2,1196775798,1196775798,100.00,-1,-1,1196775798,0.00,2,1196775798,1196775801,100.00,-1,-1,1196775801,0.00,2,1196775801,1196775801,100.00,-1,-1,1196775801,0.00,2,1196775801,1196775801,100.00,-1,-1,1196775801,0.00,2,1196775801,1196775801,100.00,-1,-1,1196775801,0.00,2,1196775801,1097103304,0.00,0.00,0.00,2008651,122.60,122.60,50,111026,6.78,6.78,
2026-01-16,00:37:47.436,1197956997,100.00,-1,-1,1197956997,0.00,2,1197956997,1197957000,100.00,-1,-1,1197957000,0.00,2,1197957000,1197957000,100.00,-1,-1,1197957000,0.00,2,1197957000,1197956997,100.00,-1,-1,1197956997,0.00,2,1197956997,1197957000,100.00,-1,-1,1197957000,0.00,2,1197957000,1197957006,100.00,-1,-1,1197957006,0.00,2,1197957006,1197957006,100.00,-1,-1,1197957006,0.00,2,1197957006,1197957006,100.00,-1,-1,1197957006,0.00,2,1197957006,1098191635,0.00,0.00,0.00,2016028,123.05,122.93,49,112002,6.84,6.83,
2026-01-16,00:37:48.439,1197994659,100.00,-1,-1,1197994659,0.00,2,1197994659,1197994662,100.00,-1,-1,1197994662,0.00,2,1197994662,1197994665,100.00,-1,-1,1197994665,0.00,2,1197994665,1197994665,100.00,-1,-1,1197994665,0.00,2,1197994665,1197994665,100.00,-1,-1,1197994665,0.00,2,1197994665,1197994671,100.00,-1,-1,1197994671,0.00,2,1197994671,1197994671,100.00,-1,-1,1197994671,0.00,2,1197994671,1197994671,100.00,-1,-1,1197994671,0.00,2,1197994671,1098238062,0.00,0.00,0.00,2010051,122.68,122.68,50,111302,6.79,6.79,
2026-01-16,00:37:49.440,1197583068,100.00,-1,-1,1197583068,0.00,2,1197583068,1197583068,100.00,-1,-1,1197583068,0.00,2,1197583068,1197583068,100.00,-1,-1,1197583068,0.00,2,1197583068,1197583071,100.00,-1,-1,1197583071,0.00,2,1197583071,1197583089,100.00,-1,-1,1197583089,0.00,2,1197583089,1197583068,100.00,-1,-1,1197583068,0.00,2,1197583068,1197583065,100.00,-1,-1,1197583065,0.00,2,1197583065,1197583062,100.00,-1,-1,1197583062,0.00,2,1197583062,1097841049,0.00,0.00,0.00,2011868,122.79,122.67,50,112186,6.85,6.84,
2026-01-16,00:37:50.438,1198383513,100.00,-1,-1,1198383513,0.00,2,1198383513,1198383513,100.00,-1,-1,1198383513,0.00,2,1198383513,1198383516,100.00,-1,-1,1198383516,0.00,2,1198383516,1198383519,100.00,-1,-1,1198383519,0.00,2,1198383519,1198383519,100.00,-1,-1,1198383519,0.00,2,1198383519,1198383519,100.00,-1,-1,1198383519,0.00,2,1198383519,1198383519,100.00,-1,-1,1198383519,0.00,2,1198383519,1198383522,100.00,-1,-1,1198383522,0.00,2,1198383522,1098580648,0.00,0.00,0.00,2023968,123.53,123.41,49,111049,6.78,6.77,
2026-01-16,00:37:51.443,1197965371,100.00,-1,-1,1197965371,0.00,2,1197965371,1197965373,100.00,-1,-1,1197965373,0.00,2,1197965373,1197965446,100.00,-1,-1,1197965446,0.00,2,1197965446,1197965442,100.00,-1,-1,1197965442,0.00,2,1197965442,1197965445,100.00,-1,-1,1197965445,0.00,2,1197965445,1197965445,100.00,-1,-1,1197965445,0.00,2,1197965445,1197965442,100.00,-1,-1,1197965442,0.00,2,1197965442,1197965445,100.00,-1,-1,1197965445,0.00,2,1197965445,1098202729,0.00,0.00,0.00,2026140,123.67,123.67,49,110618,6.75,6.75,
2026-01-16,00:37:52.439,1197604674,100.00,-1,-1,1197604674,0.00,2,1197604674,1197604671,100.00,-1,-1,1197604671,0.00,2,1197604671,1197604671,100.00,-1,-1,1197604671,0.00,2,1197604671,1197604674,100.00,-1,-1,1197604674,0.00,2,1197604674,1197604668,100.00,-1,-1,1197604668,0.00,2,1197604668,1197604665,100.00,-1,-1,1197604665,0.00,2,1197604665,1197604665,100.00,-1,-1,1197604665,0.00,2,1197604665,1197604662,100.00,-1,-1,1197604662,0.00,2,1197604662,1097866611,0.00,0.00,0.00,2030985,123.96,123.84,49,111161,6.78,6.78,
2026-01-16,00:37:53.442,1197963228,100.00,-1,-1,1197963228,0.00,2,1197963228,1197963228,100.00,-1,-1,1197963228,0.00,2,1197963228,1197963228,100.00,-1,-1,1197963228,0.00,2,1197963228,1197963228,100.00,-1,-1,1197963228,0.00,2,1197963228,1197963228,100.00,-1,-1,1197963228,0.00,2,1197963228,1197963225,100.00,-1,-1,1197963225,0.00,2,1197963225,1197963225,100.00,-1,-1,1197963225,0.00,2,1197963225,1197963225,100.00,-1,-1,1197963225,0.00,2,1197963225,1098202800,0.00,0.00,0.00,2027132,123.73,123.73,49,111885,6.83,6.83,
2026-01-16,00:37:54.440,1197600333,100.00,-1,-1,1197600333,0.00,2,1197600333,1197600336,100.00,-1,-1,1197600336,0.00,2,1197600336,1197600336,100.00,-1,-1,1197600336,0.00,2,1197600336,1197600336,100.00,-1,-1,1197600336,0.00,2,1197600336,1197600339,100.00,-1,-1,1197600339,0.00,2,1197600339,1197600336,100.00,-1,-1,1197600336,0.00,2,1197600336,1197600306,100.00,-1,-1,1197600306,0.00,2,1197600306,1197600309,100.00,-1,-1,1197600309,0.00,2,1197600309,1097861617,0.00,0.00,0.00,2028415,123.80,123.68,49,111437,6.80,6.79,
2026-01-16,00:37:55.443,1197971565,100.00,-1,-1,1197971565,0.00,2,1197971565,1197971565,100.00,-1,-1,1197971565,0.00,2,1197971565,1197971565,100.00,-1,-1,1197971565,0.00,2,1197971565,1197971568,100.00,-1,-1,1197971568,0.00,2,1197971568,1197971568,100.00,-1,-1,1197971568,0.00,2,1197971568,1197971571,100.00,-1,-1,1197971571,0.00,2,1197971571,1197971571,100.00,-1,-1,1197971571,0.00,2,1197971571,1197971571,100.00,-1,-1,1197971571,0.00,2,1197971571,1098209975,0.00,0.00,0.00,2030776,123.95,123.95,48,111925,6.83,6.83,
