,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
2026-01-16,00:31:55.778,1064559086,90.39,13181703,14583001,1064559086,100.00,-1,-1,1064559156,90.76,14638563,16129684,1064559156,100.00,-1,-1,1064559503,90.90,14230111,15655286,1064559503,100.00,-1,-1,1064559572,90.67,14405990,15888948,1064559572,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998018828,0.00,0.00,0.00,833654,50.88,50.98,52,141695,2.17,2.17,
2026-01-16,00:31:56.783,1064740822,93.66,23744493,25350971,1064740822,100.00,-1,-1,1064740911,93.37,20710477,22182102,1064740911,100.00,-1,-1,1064740672,92.57,16994050,18357597,1064740672,100.00,-1,-1,1064740659,92.67,17940679,19358921,1064740659,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998194834,0.00,0.00,0.00,833773,50.89,50.99,52,137514,2.10,2.11,
2026-01-16,00:31:57.778,1063626309,89.51,11470640,12814774,1063626309,100.00,-1,-1,1063626328,91.12,13844857,15194661,1063626328,100.00,-1,-1,1063626287,90.50,12666248,13995082,1063626287,100.00,-1,-1,1063626329,90.37,12166771,13463624,1063626329,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997148920,0.00,0.00,0.00,833012,50.84,51.00,51,142361,2.18,2.18,
2026-01-16,00:31:58.782,1063704516,93.07,23023157,24737314,1063704516,100.00,-1,-1,1063704400,93.19,23600539,25326295,1063704400,100.00,-1,-1,1063704381,92.68,19330162,20856948,1063704381,100.00,-1,-1,1063704304,93.39,24228510,25944007,1063704304,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997222735,0.00,0.00,0.00,832711,50.82,50.93,51,136795,2.09,2.10,
2026-01-16,00:31:59.777,1063579281,93.77,24324625,25940958,1063579281,100.00,-1,-1,1063579456,93.32,22557407,24172260,1063579456,100.00,-1,-1,1063579555,93.71,22650939,24172262,1063579555,100.00,-1,-1,1063579591,93.64,26916632,28745394,1063579591,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997106168,0.00,0.00,0.00,833061,50.85,51.00,51,136358,2.09,2.09,
2026-01-16,00:32:00.778,1064756064,94.16,20051766,21295121,1064756064,100.00,-1,-1,1064756013,94.33,23358991,24761767,1064756013,100.00,-1,-1,1064755976,93.90,20830292,22182416,1064755976,100.00,-1,-1,1064755966,93.49,20315518,21729713,1064755966,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998208635,0.00,0.00,0.00,833707,50.89,50.99,51,136102,2.08,2.09,
2026-01-16,00:32:01.781,1064826241,92.88,17051544,18359073,1064826241,100.00,-1,-1,1064826279,92.42,16133430,17456168,1064826279,100.00,-1,-1,1064826185,92.16,16355615,17747103,1064826185,100.00,-1,-1,1064826159,93.16,19076306,20477426,1064826159,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998274715,0.00,0.00,0.00,834555,50.94,51.04,51,138863,2.12,2.13,
2026-01-16,00:32:02.782,1064050396,96.13,32997048,34324206,1064050396,100.00,-1,-1,1064050433,95.61,27494319,28758119,1064050433,100.00,-1,-1,1064050717,95.52,25409446,26601267,1064050717,100.00,-1,-1,1064050913,95.94,30933440,32243967,1064050913,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997547827,0.00,0.00,0.00,832780,50.83,50.93,51,131223,2.01,2.01,
2026-01-16,00:32:03.778,1064159214,96.24,40967749,42566368,1064159214,100.00,-1,-1,1064159230,95.92,36453716,38005686,1064159230,100.00,-1,-1,1064159030,95.61,31795422,33254969,1064159030,100.00,-1,-1,1064158885,95.70,29952875,31298790,1064158885,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997648735,0.00,0.00,0.00,833719,50.89,51.04,50,131517,2.01,2.02,
2026-01-16,00:32:04.778,1063703767,96.95,41252233,42548150,1063703767,100.00,-1,-1,1063703509,95.65,29068363,30391528,1063703509,100.00,-1,-1,1063703467,95.43,26713084,27992196,1063703467,100.00,-1,-1,1063703458,96.46,38002972,39396424,1063703458,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997222808,0.00,0.00,0.00,833032,50.84,50.95,50,130022,1.99,1.99,
2026-01-16,00:32:05.778,1064746922,94.04,24421429,25969437,1064746922,100.00,-1,-1,1064747179,94.09,23851804,25351123,1064747179,100.00,-1,-1,1064747292,94.63,27987732,29576313,1064747292,100.00,-1,-1,1064747344,94.29,25099384,26618683,1064747344,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998199451,0.00,0.00,0.00,833589,50.88,50.98,50,133984,2.05,2.05,
2026-01-16,00:32:06.779,1064762748,93.23,19463303,20877700,1064762748,100.00,-1,-1,1064762686,93.63,19937981,21295253,1064762686,100.00,-1,-1,1064763138,93.74,20369134,21729859,1064763138,100.00,-1,-1,1064763049,93.36,19117137,20476212,1064763049,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998221849,0.00,0.00,0.00,833685,50.88,50.99,50,136453,2.09,2.09,
2026-01-16,00:32:07.783,1064748422,92.92,19400318,20877420,1064748422,100.00,-1,-1,1064748511,92.24,16933504,18357732,1064748511,100.00,-1,-1,1064747990,93.04,18691464,20089584,1064747990,100.00,-1,-1,1064748027,92.46,17898531,19359055,1064748027,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998194941,0.00,0.00,0.00,834675,50.94,51.05,50,136750,2.09,2.10,
2026-01-16,00:32:08.779,1063997242,94.74,23999599,25333267,1063997242,100.00,-1,-1,1063997184,94.57,26478761,27999925,1063997184,100.00,-1,-1,1063997267,95.10,27348916,28756682,1063997267,100.00,-1,-1,1063997353,94.26,25073546,26599933,1063997353,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997497450,0.00,0.00,0.00,832781,50.83,50.93,50,132872,2.03,2.04,
2026-01-16,00:32:09.780,1064770454,91.63,17116308,18680183,1064770454,100.00,-1,-1,1064770335,91.80,17771526,19359460,1064770335,100.00,-1,-1,1064770254,91.67,19920123,21730005,1064770254,100.00,-1,-1,1064770172,91.02,18286487,20090003,1064770172,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998222144,0.00,0.00,0.00,834580,50.94,51.04,50,140290,2.15,2.15,
2026-01-16,00:32:10.784,1064758560,94.48,29588297,31316428,1064758560,100.00,-1,-1,1064758694,95.02,31617203,33273709,1064758694,100.00,-1,-1,1064758796,94.61,31481620,33273712,1064758796,100.00,-1,-1,1064758857,94.18,27101816,28777266,1064758857,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998211210,0.00,0.00,0.00,833850,50.89,51.00,50,133380,2.04,2.04,
2026-01-16,00:32:11.786,1066014097,94.23,27150101,28811191,1066014097,100.00,-1,-1,1066014064,94.10,27865511,29611501,1066014064,100.00,-1,-1,1066013983,93.32,22608443,24227590,1066013983,100.00,-1,-1,1066013925,94.38,32454637,34387545,1066013925,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,999388297,0.00,0.00,0.00,834520,50.94,50.99,50,133850,2.05,2.05,
2026-01-16,00:32:12.784,1063331339,96.09,37841230,39382642,1063331339,100.00,-1,-1,1063331250,95.64,28249826,29536979,1063331250,100.00,-1,-1,1063331228,95.98,32922761,34301007,1063331228,100.00,-1,-1,1063331200,95.80,32862004,34301006,1063331200,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,996873466,0.00,0.00,0.00,832928,50.84,50.99,49,131970,2.02,2.03,
2026-01-16,00:32:13.785,1064146918,93.01,26751041,28760727,1064146918,100.00,-1,-1,1064147027,93.71,29331192,31298441,1064147027,100.00,-1,-1,1064147052,92.63,24643181,26603676,1064147052,100.00,-1,-1,1064147082,92.98,23558906,25336835,1064147082,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997637097,0.00,0.00,0.00,833664,50.88,50.98,49,135359,2.07,2.08,
2026-01-16,00:32:14.785,1064182825,93.56,23706650,25337686,1064182825,100.00,-1,-1,1064182726,94.19,27843169,29560631,1064182726,100.00,-1,-1,1064182681,93.27,19462195,20866327,1064182681,100.00,-1,-1,1064182632,93.58,24895681,26604565,1064182632,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997672429,0.00,0.00,0.00,832896,50.84,50.94,49,133002,2.03,2.04,
2026-01-16,00:32:15.784,1067186169,95.16,32757501,34425360,1067186169,100.00,-1,-1,1067186248,95.85,40917888,42687449,1067186248,100.00,-1,-1,1067186345,94.95,32687489,34425365,1067186345,100.00,-1,-1,1067186373,94.42,29635905,31387834,1067186373,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,1000486684,0.00,0.00,0.00,836252,51.04,51.04,49,133011,2.04,2.04,
2026-01-16,00:32:16.787,1063666602,95.32,32707203,34311825,1063666602,100.00,-1,-1,1063666589,95.52,37631949,39395058,1063666589,100.00,-1,-1,1063666580,95.14,31623631,33239580,1063666580,100.00,-1,-1,1063666620,95.21,36169863,37988093,1063666620,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997187205,0.00,0.00,0.00,832864,50.83,50.99,49,131802,2.02,2.02,
2026-01-16,00:32:17.787,1063813729,95.63,31792624,33244179,1063813729,100.00,-1,-1,1063813860,95.74,30864950,32236783,1063813860,100.00,-1,-1,1063813852,95.41,32740295,34316575,1063813852,100.00,-1,-1,1063813836,95.00,27313146,28751725,1063813836,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997325434,0.00,0.00,0.00,832933,50.84,50.94,49,132259,2.02,2.03,
2026-01-16,00:32:18.786,1064180156,96.44,39473004,40930006,1064180156,100.00,-1,-1,1064180113,96.26,40973218,42567204,1064180113,100.00,-1,-1,1064180116,96.04,32968413,34328390,1064180116,100.00,-1,-1,1064180170,95.43,29014446,30405147,1064180170,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997668986,0.00,0.00,0.00,833703,50.89,51.04,49,131060,2.01,2.01,
2026-01-16,00:32:19.786,1064209809,97.52,51889526,53210490,1064209809,100.00,-1,-1,1064210001,97.20,47016413,48373181,1064210001,100.00,-1,-1,1064210011,97.31,43149073,44342083,1064210011,100.00,-1,-1,1064210011,97.30,45019011,46270000,1064210011,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997696385,0.00,0.00,0.00,833713,50.89,50.99,49,129849,1.99,1.99,
2026-01-16,00:32:20.786,1064150876,95.54,31772545,33254714,1064150876,100.00,-1,-1,1064150504,95.92,36456205,38005375,1064150504,100.00,-1,-1,1064150399,96.12,40915446,42566015,1064150399,100.00,-1,-1,1064150367,96.17,44495928,46267407,1064150367,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997641695,0.00,0.00,0.00,832947,50.84,50.94,49,131659,2.01,2.02,
2026-01-16,00:32:21.783,1064182618,96.63,36724878,38006522,1064182618,100.00,-1,-1,1064182765,96.59,35442958,36695957,1064182765,100.00,-1,-1,1064182886,96.41,33096018,34328480,1064182886,100.00,-1,-1,1064182912,96.65,35468141,36695962,1064182912,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997671228,0.00,0.00,0.00,833763,50.89,51.04,49,130158,1.99,2.00,
2026-01-16,00:32:22.783,1063679383,96.61,54085055,55983125,1063679383,100.00,-1,-1,1063679249,96.69,48973400,50651392,1063679249,100.00,-1,-1,1063679169,96.21,40935922,42547166,1063679169,100.00,-1,-1,1063679106,96.04,36484078,37988539,1063679106,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997198677,0.00,0.00,0.00,832840,50.83,50.93,49,132245,2.02,2.03,
2026-01-16,00:32:23.786,1064744890,95.46,30800375,32264996,1064744890,100.00,-1,-1,1064745008,95.61,35105278,36715345,1064745008,100.00,-1,-1,1064744991,95.71,30881516,32264999,1064744991,100.00,-1,-1,1064745010,95.66,36375570,38026607,1064745010,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998198540,0.00,0.00,0.00,833642,50.88,50.98,48,132895,2.03,2.04,
2026-01-16,00:32:24.784,1064153666,96.71,42880862,44339736,1064153666,100.00,-1,-1,1064153566,97.36,54529873,56008082,1064153566,100.00,-1,-1,1064153518,97.05,49178419,50673977,1064153518,100.00,-1,-1,1064153511,97.05,46944464,48370614,1064153511,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997645518,0.00,0.00,0.00,833768,50.89,51.04,48,128668,1.97,1.97,
2026-01-16,00:32:25.787,1064132791,95.79,30890234,32246448,1064132791,100.00,-1,-1,1064132788,95.57,30817181,32246448,1064132788,100.00,-1,-1,1064132795,95.37,28190315,29559244,1064132795,100.00,-1,-1,1064132806,94.64,27220083,28760346,1064132806,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997623339,0.00,0.00,0.00,833651,50.88,50.98,48,132289,2.02,2.03,
2026-01-16,00:32:26.786,1064180053,95.63,36345435,38006430,1064180053,100.00,-1,-1,1064180000,94.41,27909395,29560555,1064180000,100.00,-1,-1,1064180023,95.47,37628849,39414074,1064180023,100.00,-1,-1,1064179999,95.85,44348722,46268695,1064179999,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997668407,0.00,0.00,0.00,833060,50.85,50.95,48,132691,2.03,2.03,
2026-01-16,00:32:27.786,1064186775,95.48,27461307,28761804,1064186775,100.00,-1,-1,1064186810,95.61,31797485,33255837,1064186810,100.00,-1,-1,1064186849,95.65,35098240,36696098,1064186849,100.00,-1,-1,1064186865,94.77,27258173,28761807,1064186865,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997675782,0.00,0.00,0.00,833589,50.88,51.03,48,133529,2.04,2.05,
2026-01-16,00:32:28.783,1064174979,94.51,32441938,34328225,1064174979,100.00,-1,-1,1064175047,94.44,32420187,34328227,1064175047,100.00,-1,-1,1064174971,93.93,27766871,29560415,1064174971,100.00,-1,-1,1064174935,94.12,29459669,31299262,1064174935,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997663200,0.00,0.00,0.00,833803,50.89,50.99,48,134565,2.06,2.06,
2026-01-16,00:32:29.784,1064742298,93.94,25006467,26618557,1064742298,100.00,-1,-1,1064742343,93.65,28488506,30421209,1064742343,100.00,-1,-1,1064742330,93.82,24972835,26618558,1064742330,100.00,-1,-1,1064742363,93.10,21090022,22654092,1064742363,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998196473,0.00,0.00,0.00,833782,50.89,50.99,48,136916,2.09,2.10,
2026-01-16,00:32:30.783,1063687166,93.85,20797539,22160149,1063687166,100.00,-1,-1,1063687334,94.56,24533279,25943593,1063687334,100.00,-1,-1,1063687565,95.16,26635952,27991778,1063687565,100.00,-1,-1,1063687726,94.20,19647624,20856622,1063687726,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997208136,0.00,0.00,0.00,832975,50.84,50.99,48,134618,2.06,2.07,
2026-01-16,00:32:31.786,1063678749,93.75,26240870,27991546,1063678749,100.00,-1,-1,1063678589,93.94,27755441,29546627,1063678589,100.00,-1,-1,1063678340,93.55,26894895,28748063,1063678340,100.00,-1,-1,1063678149,94.69,33571524,35455938,1063678149,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997198427,0.00,0.00,0.00,832975,50.84,50.94,48,135359,2.07,2.08,
2026-01-16,00:32:32.783,1064619094,94.09,27825139,29572752,1064619094,100.00,-1,-1,1064619126,94.16,29482337,31312327,1064619126,100.00,-1,-1,1064619182,94.55,32471971,34342554,1064619182,100.00,-1,-1,1064619194,93.87,29392870,31312329,1064619194,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998079384,0.00,0.00,0.00,833784,50.89,50.99,47,137216,2.10,2.10,
2026-01-16,00:32:33.784,1064781766,95.11,34920562,36716612,1064781766,100.00,-1,-1,1064781562,95.35,32750061,34347792,1064781562,100.00,-1,-1,1064781535,95.38,35020690,36716604,1064781535,100.00,-1,-1,1064781526,94.92,29726142,31317103,1064781526,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998232711,0.00,0.00,0.00,833845,50.89,51.00,48,132719,2.03,2.03,
2026-01-16,00:32:34.784,1064739050,93.96,25653012,27301001,1064739050,100.00,-1,-1,1064739212,93.93,27781041,29576089,1064739212,100.00,-1,-1,1064739281,94.11,31312845,33273102,1064739281,100.00,-1,-1,1064739287,93.72,27719968,29576091,1064739287,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998193909,0.00,0.00,0.00,834882,50.96,51.06,47,135582,2.07,2.08,
2026-01-16,00:32:35.788,1063676105,95.81,36394873,37988432,1063676105,100.00,-1,-1,1063675975,96.07,44430642,46246781,1063675975,100.00,-1,-1,1063675968,95.99,39270496,40910614,1063675968,100.00,-1,-1,1063676004,95.82,40768615,42547040,1063676004,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997201087,0.00,0.00,0.00,832870,50.83,50.99,47,131572,2.01,2.02,
